Entity,Year,Total Taxes,Taxes  goods and services,Taxes Income
Slovakia,2004,30.97789617,11.88490676,5.562155372
Slovakia,2005,30.80695464,12.28559665,5.503099329
Slovakia,2006,28.83466237,11.15267291,5.588455374
Slovakia,2007,28.81640468,11.0532663,5.714430267
Slovakia,2008,28.71249046,10.45723487,6.053326193
Slovakia,2009,28.44663553,10.43197072,5.105117635
Slovakia,2010,27.72783465,10.11461967,4.947598357
Slovakia,2011,28.33923318,10.53150513,5.090862315
Slovakia,2012,28.08233705,9.945844705,5.180430837
Slovakia,2013,29.62711807,10.39240009,5.340543258
Singapore,1980,16.99725477,3.885860109,7.995978811
Singapore,1981,17.8843302,3.552479815,9.003130664
Singapore,1982,18.92257875,3.788637033,9.793935826
Singapore,1983,18.77020952,3.848681616,9.366702595
Singapore,1984,17.67541125,3.834348472,8.277780442
Singapore,1985,15.67705271,3.635116598,7.11101313
Singapore,1986,12.74783375,3.536985363,5.328731581
Singapore,1987,13.09144452,4.116212118,5.437004154
Singapore,1988,14.09107946,5.058095952,5.431034483
Singapore,1989,15.70952568,5.02744022,6.239383248
Singapore,1990,14.41842654,3.930106231,6.49155403
Singapore,1991,15.08840714,4.014919103,6.835800756
Singapore,1992,15.98107411,4.086484705,7.570354154
Singapore,1993,16.17307889,4.258597816,7.443616696
Singapore,1994,16.49421411,5.136305552,6.875621184
Singapore,1995,15.65803733,5.08127634,6.538229982
Singapore,1996,15.78838953,4.650957485,6.67554385
Singapore,1997,15.22148409,4.417578871,6.383636804
Singapore,1998,13.95705521,3.928471835,6.644590073
Singapore,1999,14.44991453,4.427350427,6.887521368
Singapore,2000,14.81436647,4.566693702,7.473156678
Singapore,2001,14.59112106,4.431345094,7.731881431
Singapore,2002,12.69999393,3.878393974,6.603292231
Singapore,2003,12.45650785,4.767568463,5.788894412
Singapore,2004,11.6211231,4.402026922,5.213935607
Singapore,2005,11.53936833,4.194290672,5.499495459
Singapore,2006,11.87983052,3.978963953,5.612877126
Singapore,2007,12.88331797,4.495115207,5.507096774
Singapore,2008,13.85359218,4.470181631,7.080300022
Singapore,2009,13.07234383,4.51014443,6.138470224
Singapore,2010,12.96903161,4.459596539,5.784136418
Singapore,2011,13.30318114,4.363396987,5.941608874
Singapore,2012,13.83213784,4.219157515,6.185304678
Sierra Leone,1980,,1.601343785,
Sierra Leone,1981,9.465215334,,
Sierra Leone,1982,6.864907444,,
Sierra Leone,1983,4.276785714,,
Sierra Leone,1984,3.727536232,,
Sierra Leone,1985,2.873923258,0.771898423,
Sierra Leone,1986,1.79307736,0.392472101,
Sierra Leone,1987,3.535871908,0.592733244,0.646618085
Sierra Leone,1988,3.046691906,0.634249471,1.143943491
Sierra Leone,1989,3.123939209,0.675026914,0.933981204
Sierra Leone,1990,5.488641667,1.244157129,1.270628557
Sierra Leone,1991,5.280867788,1.437883607,1.303704938
Sierra Leone,1992,6.94134718,2.218526808,1.587458553
Sierra Leone,1993,8.245783799,2.6362254,1.977718853
Sierra Leone,1994,8.357811645,2.717573015,1.812270456
Sierra Leone,1995,6.262337386,2.081539831,0.963123852
Sierra Leone,1996,6.823280189,,1.136660053
Sierra Leone,1997,,,0.490312831
Sierra Leone,1998,4.934418107,1.172325224,0.797608803
Sierra Leone,1999,4.793743935,0.91962568,1.247297305
Sierra Leone,2000,7.435046702,1.400095826,2.021782474
Sierra Leone,2001,9.355351066,1.964835652,2.479280461
Sierra Leone,2002,8.922820782,1.867141054,2.343125181
Sierra Leone,2003,8.71271214,1.865606963,2.24498577
Sierra Leone,2004,8.921013154,1.981558576,2.401346306
Sierra Leone,2005,8.182125072,1.96204854,2.309650364
Sierra Leone,2006,8.499961541,2.247929035,2.189561015
Sierra Leone,2007,7.937493306,1.477381568,1.947276179
Sierra Leone,2008,7.884292321,2.770880323,2.302373989
Sierra Leone,2009,7.943872927,2.984970433,2.202619312
Sierra Leone,2010,9.01898765,3.792849942,2.84707502
Sierra Leone,2011,10.8445582,3.183579629,3.654059378
Sierra Leone,2012,10.734685,3.146896904,4.702120085
Sierra Leone,2013,9.916999739,3.105228246,4.340742662
South Africa,1980,20.77514563,5.677669903,12.49242718
South Africa,1981,20.2832656,5.980498665,11.47949946
South Africa,1982,21.64397807,6.716770656,11.88315372
South Africa,1983,21.71569032,6.853672643,11.90097496
South Africa,1984,22.73556392,7.979168686,12.20535234
South Africa,1985,24.41520356,8.413584537,13.37452174
South Africa,1986,23.66872782,7.877400334,12.84439574
South Africa,1987,23.42070905,8.07806903,12.38603774
South Africa,1988,24.41145843,8.684939658,12.42817561
South Africa,1989,27.09138357,9.397771359,13.13566213
South Africa,1996,24.83966854,8.764891864,13.06494469
South Africa,1997,25.86562893,8.99070353,13.50045758
South Africa,1998,26.84230491,9.089052459,14.22526671
South Africa,1999,26.51323629,9.079872817,13.90979803
South Africa,2000,25.82558405,8.777163001,13.33002228
South Africa,2001,26.28978913,8.695203319,14.0813849
South Africa,2002,25.46756266,8.464432706,13.51926853
South Africa,2003,25.48932319,8.830325019,12.97078679
South Africa,2004,26.52212485,9.429440208,13.22066612
South Africa,2005,28.01763001,9.771846881,14.07985359
South Africa,2006,29.13759922,10.10726324,15.22181146
South Africa,2007,29.45626926,9.965252429,15.74107608
South Africa,2008,28.51211029,9.139236659,16.18713751
South Africa,2009,26.26670867,8.887696995,14.31781567
South Africa,2010,27.00195928,9.860194076,13.82604986
South Africa,2011,27.10449117,9.627903207,14.1021746
South Africa,2012,27.54599941,9.984031672,14.01717927
Slovenia,1993,41.11668596,11.38556542,7.152965393
Slovenia,1994,40.81677949,12.67339918,7.446454334
Slovenia,1995,40.35354495,13.1248812,7.051891275
Slovenia,1996,39.50708869,13.36135839,7.542037587
Slovenia,1997,38.85152238,13.8424821,7.658928184
Slovenia,1998,39.07543848,14.39003717,7.58296929
Slovenia,1999,40.13364323,16.10110401,7.327135386
Slovenia,2000,38.75780341,14.6069199,7.54417522
Slovenia,2001,38.46408474,14.40393436,7.655932284
Slovenia,2002,35.17758117,12.39470008,7.276806502
Slovenia,2003,37.27598566,13.86940938,7.838553841
Slovenia,2004,36.88432768,12.91511582,7.631987858
Slovenia,2005,37.22243131,13.35751189,7.660724672
Slovenia,2006,37.29361432,12.89177626,8.657898907
Slovenia,2007,36.28708787,12.78411515,8.261030353
Slovenia,2008,36.76319465,12.67950779,9.140734105
Slovenia,2009,35.80987668,12.91544545,7.728253055
Slovenia,2010,35.5,13.4,6.9
Slovenia,2011,35.8,13.4,7.5
Slovenia,2012,36.5,13.8,7.4
Slovenia,2013,35,14.1,6
Solomon Islands,1981,14.57831325,,
Solomon Islands,1982,15.97826087,,5.869565217
Solomon Islands,1983,14.09756098,,5.170731707
Solomon Islands,1984,19.33920705,,6.299559471
Solomon Islands,1985,19.70954357,,
Solomon Islands,1986,20.55335968,,
Solomon Islands,1987,21.24183007,,
Solomon Islands,1988,22.43767313,,
Solomon Islands,1989,25.61538462,1.794871795,
Solomon Islands,1990,20.6741573,1.254681648,
Solomon Islands,1991,19.81878089,0.543657331,
Solomon Islands,1992,21.6516129,0.477419355,
Solomon Islands,1993,19.06680806,2.120890774,4.665959703
Solomon Islands,1994,19.51400329,2.973640857,4.859967051
Solomon Islands,1995,18.42105263,2.904989747,5.543403964
Solomon Islands,1997,15.17934783,2.559782609,5.25
Solomon Islands,1998,15.12757605,2.841020608,6.373895976
Solomon Islands,1999,16.38670974,3.779418551,6.437471158
Solomon Islands,2000,13.24561404,3.452012384,4.969040248
Solomon Islands,2001,10.0997009,3.1555334,3.668993021
Solomon Islands,2002,10.85622711,3.20970696,3.351648352
Solomon Islands,2003,14.10343366,4.747774481,4.073760068
Solomon Islands,2004,16.9937523,6.027195884,5.453877251
Solomon Islands,2005,17.19542362,6.175015461,5.686456401
Solomon Islands,2006,18.9511855,6.605299861,6.172942817
Solomon Islands,2008,25.44027159,9.017610864,9.378315298
Solomon Islands,2009,26.41744548,8.785046729,11.21495327
Solomon Islands,2010,29.33899557,10.50590842,11.77991137
Solomon Islands,2011,29.36226749,11.10126956,9.875996457
Solomon Islands,2012,29.8938992,10.92838196,10.41114058
Solomon Islands,2013,31.90746963,11.35952442,12.09614888
Spain,1980,22.23462992,4.03420042,5.774155146
Spain,1981,23.08947135,4.498547589,5.463590417
Spain,1982,23.39410802,4.502004384,5.606925428
Spain,1983,25.19560917,5.226478881,6.075861906
Spain,1984,25.7118369,5.851989912,6.405883453
Spain,1985,26.7716479,6.905530533,6.64382579
Spain,1986,28.24102277,8.569128007,6.523305197
Spain,1987,30.06144411,8.273983183,8.476538463
Spain,1988,30.31012683,8.451812347,8.531140778
Spain,1989,32.01780956,8.407098391,10.07719175
Spain,1990,31.78723905,8.389396894,9.740044218
Spain,1991,32.02999642,8.587924156,9.953146843
Spain,1992,33.04659022,9.060432758,9.914012739
Spain,1993,31.85762001,8.387812807,9.512973303
Spain,1994,31.9921727,8.892993092,9.047704358
Spain,1995,31.3477877,8.794254703,9.155937533
Spain,1996,31.11414911,8.8846407,8.958634834
Spain,1997,32.07479287,9.113560982,9.553040722
Spain,1998,32.41384943,9.568861921,9.130279585
Spain,1999,33.29935996,9.974277436,9.372020321
Spain,2000,33.3759381,9.867112108,9.503293308
Spain,2001,32.93906749,9.521962237,9.354669148
Spain,2002,33.31202421,9.332345373,9.84896435
Spain,2003,33.20240158,9.452640789,9.317144095
Spain,2004,34.15685728,9.659350723,9.758116946
Spain,2005,35.18557523,9.8497134,10.35636752
Spain,2006,35.9784815,9.698934194,11.0852824
Spain,2007,36.41306057,9.224595257,12.19484044
Spain,2008,32.23228604,8.001925982,9.857521972
Spain,2009,29.83457364,6.827309157,8.94833063
Spain,2010,31.43610476,8.400332683,8.884156405
Spain,2011,31.22206204,8.150894945,9.046138585
Spain,2012,32.05475947,8.529082319,9.58295159
Spain,2013,32.57944299,9.110614861,9.613744448
South Korea,1980,16.94079764,8.04521755,4.3162391
South Korea,1981,16.78144514,7.914990674,4.386647474
South Korea,1982,16.96788173,7.956720707,4.492741643
South Korea,1983,17.18779487,7.974723483,4.180564752
South Korea,1984,16.16588916,7.482274878,3.971891553
South Korea,1985,15.77902696,7.150388126,4.166926488
South Korea,1986,15.40221838,6.925310437,4.071623976
South Korea,1987,15.66783883,6.34267821,4.596900792
South Korea,1988,15.56926539,6.251966012,4.793077695
South Korea,1989,16.33177612,6.035790533,5.658761935
South Korea,1990,18.84640966,6.476956669,6.172327164
South Korea,1991,18.53971832,6.348471097,5.462547284
South Korea,1992,18.44625447,6.790015933,5.461460094
South Korea,1993,18.77141467,6.803259999,5.297811456
South Korea,1994,18.89643665,6.800684161,5.45963412
South Korea,1995,19.11824291,6.672397087,5.75956456
South Korea,1996,19.74994846,7.099354285,5.63354012
South Korea,1997,19.40533134,7.172090693,5.075140413
South Korea,1998,19.4148087,6.614145871,5.9089195
South Korea,1999,19.72011854,7.104859165,4.889466101
South Korea,2000,21.45754501,7.294730901,6.179936696
South Korea,2001,21.7824277,7.740006464,5.750802715
South Korea,2002,21.94952902,7.593784751,5.591524465
South Korea,2003,22.70841077,7.525199299,6.338269072
South Korea,2004,21.96081404,7.144935505,6.111983668
South Korea,2005,22.54246669,7.013610499,6.589386596
South Korea,2006,23.55891686,6.929939571,6.951573959
South Korea,2007,24.78495728,7.013702653,7.88290296
South Korea,2008,24.64490016,6.974064643,7.634368083
South Korea,2009,23.60607439,6.734086545,6.763607922
South Korea,2010,23.23600262,7.011968627,6.552159632
South Korea,2011,24.01152264,6.693349721,7.266930346
South Korea,2012,24.76244987,6.982579342,7.400886532
South Korea,2013,24.30863883,6.700647983,7.126820536
Sri Lanka,1980,,4.96094342,2.873792828
Sri Lanka,1981,,5.534891657,2.30791105
Sri Lanka,1982,,6.15774346,2.84795635
Sri Lanka,1983,,6.926465443,2.676441589
Sri Lanka,1984,,6.847411153,3.446345804
Sri Lanka,1985,,7.953719914,3.326306763
Sri Lanka,1986,,7.966361021,2.578952472
Sri Lanka,1987,,7.70039861,2.412794841
Sri Lanka,1988,,7.413941049,2.024122205
Sri Lanka,1989,,8.895107365,1.976093415
Sri Lanka,1990,18.50576474,9.431518725,2.204634028
Sri Lanka,1991,17.80046794,9.125115882,2.524598082
Sri Lanka,1992,17.4621796,9.128050527,2.493395356
Sri Lanka,1993,17.01273163,9.578722037,2.643487282
Sri Lanka,1994,16.7197633,9.543368931,2.550809139
Sri Lanka,1995,17.28387911,10.40308008,2.484825493
Sri Lanka,1996,16.54471233,9.907694012,2.612084494
Sri Lanka,1997,15.673001,9.538973162,2.340160022
Sri Lanka,1998,14.26678571,8.710428084,1.940389237
Sri Lanka,1999,14.82654613,8.951670717,2.467783392
Sri Lanka,2000,14.30102484,9.441296543,2.110956492
Sri Lanka,2001,14.32459913,9.386773657,2.379532557
Sri Lanka,2002,13.71702403,9.159433755,2.299393658
Sri Lanka,2003,12.87730388,8.369575357,2.161736544
Sri Lanka,2004,13.63069388,9.160193989,1.978726254
Sri Lanka,2005,13.93272124,9.292924763,2.141855364
Sri Lanka,2006,14.79742606,8.819708168,2.738780677
Sri Lanka,2007,14.46685798,7.996138252,2.994615348
Sri Lanka,2008,13.43130764,6.946978697,2.86896805
Sri Lanka,2009,13.03123494,5.633229858,2.886238468
Sri Lanka,2010,13.13085951,6.341178736,2.420058529
Sri Lanka,2011,12.61195022,6.230241269,2.404119628
Sri Lanka,2012,12.14808901,6.495965587,2.27737496
Swaziland,1980,18.31151832,,
Swaziland,1981,13.87470998,,
Swaziland,1982,16.04125737,,
Swaziland,1983,14.73080318,,
Swaziland,1984,14.99604743,,
Swaziland,1985,15.57833089,,
Swaziland,1986,15.16235918,,
Swaziland,1987,17.30105732,,
Swaziland,1988,19.12098765,,
Swaziland,1989,21.68295793,,
Swaziland,1990,23.07957286,,
Swaziland,1991,22.68201618,,
Swaziland,1992,20.98129574,2.981837896,8.132285172
Swaziland,1993,20.268757,2.844344905,7.077267637
Swaziland,1994,21.71856523,3.25187229,7.193535672
Swaziland,1995,22.69503546,3.610573823,6.334622824
Swaziland,1996,23.36744991,3.719186968,7.005910336
Swaziland,1997,23.64389754,3.930185836,6.642390758
Swaziland,1998,23.48746262,4.094778008,6.694271912
Swaziland,1999,25.09533898,4.491525424,7.383474576
Swaziland,2000,24.33270321,4.383742911,6.40831758
Swaziland,2001,23.88269594,4.418624593,6.216772423
Swaziland,2002,24.08090515,4.871357719,6.412740236
Swaziland,2003,26.09982175,4.63885918,7.881639929
Swaziland,2004,29.59708365,4.163468918,7.444359171
Swaziland,2005,31.57974807,4.696646991,7.712529666
Swaziland,2006,38.48712554,3.742610961,7.686103597
Swaziland,2007,35.16105043,4.015802928,7.64303974
Swaziland,2008,36.58956989,4.58572173,7.772477653
Swaziland,2009,32.46976258,4.322831118,8.612065104
Swaziland,2010,23.46004001,5.187603103,8.957214559
Swaziland,2011,24.10942532,5.401547093,9.043524451
Swaziland,2012,35.92011069,6.966251579,7.61896168
Sudan,1981,9.86,,
Sudan,1982,10.51428571,,
Sudan,1983,12.00222222,,
Sudan,1984,11.33454545,,
Sudan,1985,9.18,,
Sudan,1986,9.029,,
Sudan,1987,4.936111111,,
Sudan,1988,6.338297872,,
Sudan,1989,5.917831325,,
Sudan,1990,6.163181818,,
Sudan,1991,4.974093264,1.554404145,
Sudan,1992,7.112462006,1.489361702,1.79331307
Sudan,1993,6.285714286,1.351648352,2.274725275
Sudan,1994,5.691489362,1.542553191,2.021276596
Sudan,1995,5.008268368,1.275690999,1.771793055
Sudan,1996,4.671750373,0.683670786,1.560171794
Sudan,1997,4.912185896,1.134828425,1.172656039
Sudan,1998,5.565830031,1.140466755,1.373844122
Sudan,1999,5.685569113,1.216481845,1.338871787
Sudan,2000,4.994288615,,
Sudan,2001,5.533075299,,
Sudan,2002,5.474883267,,
Sudan,2003,5.862682937,2.279932253,1.135623399
Sudan,2004,7.6073797,,
Sudan,2005,7.304692336,,
Sudan,2006,6.556281174,,
Sudan,2007,7.056636805,3.666641452,
Sudan,2008,6.738556299,4.177378456,
Sudan,2009,7.045984059,4.220723483,
Sudan,2010,6.612400233,3.941804535,
Sudan,2011,6.364218676,3.830450887,
Sudan,2012,6.196341752,3.439038873,
Sudan,2013,6.143255132,3.483823636,
Suriname,1991,12.43333333,,
Suriname,1992,10.34375,,
Suriname,1993,4.4265,,
Suriname,1994,9.787247706,,
Suriname,1995,14.05331707,,
Suriname,1996,16.09008658,,
Suriname,1997,15.03693548,,
Suriname,1998,17.76845638,3.322147651,6.241610738
Suriname,1999,14.79882237,2.541707556,3.523061825
Suriname,2000,16.24253286,1.475507766,5.077658303
Suriname,2001,23.41617523,4.136478517,5.745577085
Suriname,2002,16.87925697,3.529411765,5.99380805
Suriname,2003,17.57380952,4.135714286,5.664285714
Suriname,2004,17.47110676,3.110675808,5.586679726
Suriname,2005,17.16180806,2.337045529,6.673763511
Suriname,2006,17.85040244,3.912017763,6.643075215
Suriname,2007,19.60749287,,
Suriname,2008,18.04609198,,
Suriname,2009,15.27100959,,
Suriname,2010,15.7,,
Suriname,2011,18.7,,
Suriname,2012,18.9,,
Switzerland,1980,23.31713006,4.894159281,10.5674832
Switzerland,1981,23.40870217,4.823918086,10.70596781
Switzerland,1982,23.72994623,4.830165298,10.97121108
Switzerland,1983,24.25087886,4.95293446,11.14206367
Switzerland,1984,27.50842062,4.862078517,11.50222208
Switzerland,1985,23.86784705,4.871522166,10.98259333
Switzerland,1986,24.84397885,4.962735294,11.52319935
Switzerland,1987,24.58153578,5.044166878,11.14340243
Switzerland,1988,24.84786587,5.011669891,11.39852105
Switzerland,1989,24.12373384,4.877257554,10.86021277
Switzerland,1990,23.61622097,4.600401156,11.14666523
Switzerland,1991,23.53950386,4.581737938,11.06337762
Switzerland,1992,23.95742823,4.405915917,11.47131436
Switzerland,1993,24.4959882,4.479905043,11.10303242
Switzerland,1994,24.90748976,4.44274637,11.64013078
Switzerland,1995,25.50520045,5.199705094,11.10055518
Switzerland,1996,25.96472886,5.13483135,11.49134174
Switzerland,1997,25.45225013,5.145419788,11.0555108
Switzerland,1998,26.34243741,5.365536226,11.67510908
Switzerland,1999,26.49905379,5.742588373,11.23752848
Switzerland,2000,27.62831978,5.969121777,12.20903254
Switzerland,2001,26.94380307,5.93402585,11.4740673
Switzerland,2002,27.52312725,5.856772919,12.00891868
Switzerland,2003,26.81974166,5.916215578,11.63998078
Switzerland,2004,26.50071918,5.942723156,11.63582943
Switzerland,2005,26.53920659,5.958778448,11.94140147
Switzerland,2006,26.34038522,5.843719237,12.04480024
Switzerland,2007,26.11164462,5.650887167,12.11760365
Switzerland,2008,26.71480841,5.779195739,12.60765655
Switzerland,2009,27.1161546,5.739238834,12.70664939
Switzerland,2010,26.52727939,5.835921573,12.23223571
Switzerland,2011,27.00871544,5.807443909,12.52622845
Switzerland,2012,26.92738524,5.999621077,12.28387625
Switzerland,2013,27.034503,6.025305945,12.33251806
Sweden,1980,44.92844304,10.36496907,19.53885325
Sweden,1981,46.22459096,10.64915495,19.85105522
Sweden,1982,45.28699797,10.49759281,20.06278874
Sweden,1983,45.91366089,10.85533083,19.50243813
Sweden,1984,45.51229643,10.89571876,19.2872949
Sweden,1985,45.87842071,11.55157742,19.37550803
Sweden,1986,48.00065669,11.37046229,20.64771268
Sweden,1987,50.47096544,11.6841824,20.9778233
Sweden,1988,49.80390238,11.54235187,22.07998891
Sweden,1989,50.26693532,11.55491661,21.67036797
Sweden,1990,50.60332825,12.07600343,21.07244223
Sweden,1991,48.24978422,12.20841639,17.85386512
Sweden,1992,45.79657702,11.35654763,17.45338249
Sweden,1993,44.35711969,11.6890945,18.15204421
Sweden,1994,44.59261765,11.14237889,18.91878723
Sweden,1995,45.61861581,12.5780968,17.91341927
Sweden,1996,47.3720905,12.22398203,18.53428777
Sweden,1997,48.32131573,12.19377396,19.0158771
Sweden,1998,48.42563082,12.06082865,18.86484932
Sweden,1999,48.80380723,11.95812945,19.73197489
Sweden,2000,48.95363563,12.05163446,20.01074472
Sweden,2001,46.79216724,11.94967572,17.74202604
Sweden,2002,45.12664331,12.10700636,16.12102336
Sweden,2003,45.40801953,12.09975253,16.71104487
Sweden,2004,45.58713274,11.92703827,17.37452968
Sweden,2005,46.55424761,12.15429917,18.21565505
Sweden,2006,45.91150845,11.98404872,18.10818346
Sweden,2007,44.90054179,11.95228128,17.39989436
Sweden,2008,43.92274427,12.18074176,15.92142216
Sweden,2009,43.97213531,12.72365019,15.51985014
Sweden,2010,43.06266867,12.67622073,15.33286123
Sweden,2011,42.29186136,12.37109416,14.79365538
Sweden,2012,42.34646456,12.30740415,14.50375353
Sweden,2013,42.79164987,12.30156884,14.84175202
Syria,1981,10.01565897,,
Syria,1982,12.342269,,
Syria,1983,11.96190528,,
Syria,1987,15.71974442,,
Syria,1988,15.37622214,,
Syria,1989,17.96191333,,
Syria,1990,17.31462986,,
Syria,1991,,,4.493458808
Syria,1998,14.72590089,,4.238124396
Syria,1999,16.36678175,2.053615467,4.933145483
Syria,2000,14.70801263,1.464952013,4.636322363
Syria,2001,18.50279661,1.632826808,3.399099144
Syria,2002,16.93339654,1.841679262,3.769575444
Syria,2003,18.82298726,1.657108811,3.605235719
Syria,2004,16.40245009,1.558067393,4.662835763
Syria,2005,13.82796527,1.818724941,3.935769098
Syria,2006,14.39979147,2.937094532,3.766334569
Syria,2007,14.05049385,2.593525465,3.505720393
Syria,2008,10.53895738,,3.61919234
Tanzania,1980,10.81145395,,
Tanzania,1981,10.79944271,,
Tanzania,1982,9.958096575,,
Tanzania,1983,10.67440779,4.92168749,3.579322841
Tanzania,1984,11.03696429,5.166307113,3.286698651
Tanzania,1985,10.87263824,5.602605041,2.952127324
Tanzania,1986,9.407987291,4.65877444,2.952885894
Tanzania,1987,10.33032693,4.633497105,2.484177439
Tanzania,1988,6.098861255,2.592055444,1.558930675
Tanzania,1989,7.306847514,2.984235395,1.901120219
Tanzania,1990,7.117982142,2.879222073,1.764402663
Tanzania,1991,7.901024233,3.155278507,2.165587648
Tanzania,1992,8.124864238,3.199222248,2.126792725
Tanzania,1993,6.158440411,2.078063553,1.911842022
Tanzania,1994,6.95683058,2.350577108,1.84702859
Tanzania,1995,7.205964684,1.846471384,2.082833753
Tanzania,1996,7.392228136,2.145093031,2.162487551
Tanzania,1997,7.93160425,2.125225229,1.927285394
Tanzania,1998,7.37459538,3.119129342,1.95113945
Tanzania,1999,6.955106581,3.29904351,1.837886381
Tanzania,2000,6.915369431,3.121361285,2.04992379
Tanzania,2001,7.41223601,4.090250555,1.737102906
Tanzania,2002,7.346747704,4.148153019,1.7879565
Tanzania,2003,7.510059146,4.154067264,1.875307344
Tanzania,2004,7.824119971,4.200497281,2.128000028
Tanzania,2005,8.092900065,4.402650698,2.180126044
Tanzania,2006,8.347263312,4.568260754,2.376353481
Tanzania,2007,9.446990579,5.050348463,2.667121895
Tanzania,2008,10.29168139,5.217842632,3.014889695
Tanzania,2009,10.71097684,5.278678746,3.255141083
Tanzania,2010,10.16273224,5.113497614,3.06167227
Tanzania,2011,10.11119064,4.931496492,3.169293139
Tanzania,2012,10.56982461,4.899205852,3.664619025
Tanzania,2013,11.06444261,4.872992968,4.34331982
Thailand,1980,13.81486591,7.09875891,2.543012489
Thailand,1981,14.22922146,7.405576013,2.83811152
Thailand,1982,13.41694392,7.279705323,2.903398289
Thailand,1983,14.91107492,8.347557003,2.899674267
Thailand,1984,14.93158587,7.793846777,3.147555915
Thailand,1985,14.48935163,7.612778041,3.193279697
Thailand,1986,14.41415211,7.961355214,3.146373743
Thailand,1987,14.40245863,8.11971598,2.74865183
Thailand,1988,15.54186434,8.028208745,3.195794333
Thailand,1989,16.37145934,8.376682822,3.512870221
Thailand,1995,17.70670845,7.965200026,5.776346624
Thailand,1996,18.08485721,8.476395781,6.021851903
Thailand,1997,17.37582433,8.566520377,5.836948322
Thailand,1998,15.45029126,8.793783571,4.644814058
Thailand,1999,14.74505508,7.984334969,4.607856668
Thailand,2000,15.03515326,7.528139874,4.782305753
Thailand,2001,15.4142398,7.731567157,4.939514951
Thailand,2002,16.09425682,8.201789148,5.124719299
Thailand,2003,17.64026924,8.863397084,5.620740295
Thailand,2004,18.37882234,8.936463322,6.285095262
Thailand,2005,19.84635318,9.588052261,6.933704033
Thailand,2006,18.87943056,8.974574694,7.350852906
Thailand,2007,18.21810632,8.655398114,7.212499414
Thailand,2008,18.40873875,8.235256545,7.848712677
Thailand,2009,17.30444448,8.014444426,7.060736268
Thailand,2010,18.51049776,9.144021368,6.757761939
Thailand,2011,19.96405577,9.467262319,8.090501635
Thailand,2012,18.69525826,8.977543451,7.416176622
Tajikistan,1995,8.998461538,,
Tajikistan,1996,11.67305195,,
Tajikistan,1997,11.78037975,,
Tajikistan,1998,10.85502439,,
Tajikistan,1999,12.76037175,3.564386617,2.347137546
Tajikistan,2000,12.8555617,3.895960155,1.842833426
Tajikistan,2001,14.05652866,5.11544586,1.875
Tajikistan,2002,14.97757848,6.905829596,1.793721973
Tajikistan,2003,14.98528794,7.482135351,1.57629256
Tajikistan,2004,15.1672621,7.827216629,1.705099058
Tajikistan,2005,16.59491737,9.401472018,2.096930982
Tajikistan,2006,16.5336497,9.728213978,2.092320966
Tajikistan,2007,17.79342723,10.93896714,2.386541471
Tajikistan,2008,18.67794878,11.81782043,2.572548129
Tajikistan,2009,17.58715997,10.59011783,2.579644087
Tajikistan,2010,17.95587938,10.45132564,3.157255616
Tajikistan,2011,19.39871629,11.31730354,3.282450364
Tajikistan,2012,19.02049169,11.26628135,3.365504273
Togo,1980,27.13845596,,
Togo,1981,22.86640336,,
Togo,1982,26.88060186,,
Togo,1983,23.1469363,,
Togo,1984,24.9038394,,
Togo,1985,25.08215146,,
Togo,1986,21.41981196,,
Togo,1987,19.6031365,,
Togo,1988,17.67223771,,
Togo,1989,17.70375159,,
Togo,1990,16.96643302,1.685543382,4.049415199
Togo,1991,13.82405204,1.807065627,3.204529711
Togo,1992,11.18280623,1.326427746,2.795701558
Togo,1993,7.708344283,0.800866938,1.251354591
Togo,1994,9.930404825,0.889289984,2.634933287
Togo,1995,12.31643245,1.5256842,3.106847825
Togo,1996,12.14669643,2.080168196,2.389717035
Togo,1997,12.32927366,2.408311017,2.472248478
Togo,1998,12.85498816,2.896271162,2.484109497
Togo,1999,12.27361205,3.015132128,2.59961922
Togo,2000,11.289208,2.868480184,2.422996519
Togo,2001,12.53776451,2.788448034,1.19944272
Togo,2002,11.26112962,2.454848325,1.20794124
Togo,2003,15.30529798,3.592164758,1.513032147
Togo,2004,15.75234573,3.86470594,1.770915886
Togo,2005,14.54711884,3.149931348,1.669194389
Togo,2006,15.56822726,3.190139253,1.486413658
Togo,2007,16.21782719,,
Togo,2008,14.92727196,,
Togo,2009,15.33280215,,
Togo,2010,15.20213301,,
Togo,2011,15.87731474,,
Togo,2012,15.40185382,,
Togo,2013,15.74539363,,
Timor,2001,4.558521561,1.80698152,0.123203285
Timor,2002,5.125,2,1.125
Timor,2003,10.57884232,1.736526946,1.057884232
Timor,2004,5.76146789,1.302752294,0.605504587
Timor,2005,13.18081588,0.826901874,0.58985667
Timor,2006,13.09978769,0.449398443,0.311394197
Timor,2007,17.86774629,0.506072874,0.398110661
Timor,2008,,0.337913945,0.405496733
Timor,2009,,0.724681625,
Timor,2010,,0.628706999,
Timor,2011,,0.597275585,
Timor,2012,,0.858576806,
Tonga,1981,12.81690141,,
Tonga,1982,13.125,,
Tonga,1983,13.48314607,,
Tonga,1984,12.91666667,,
Tonga,1985,13.98230088,,
Tonga,1986,13.88059701,,
Tonga,1987,13.7254902,,
Tonga,1988,14.81707317,,
Tonga,1989,14.01129944,,
Tonga,1990,13.78238342,,
Tonga,1991,14.55752212,,
Tonga,1992,12.38683128,,
